"Genus","OTU","pvalue","seasoncooccurrence","Process"
"Vitreoscilla","Zotu1332",0.004,"Fall-Summer","Eff"
"Cloacibacterium","Zotu1333",0.016,"Spring-Winter","Eff"
"Diaphorobacter","Zotu1334",0.015,"Fall-Spring","Eff"
"Zoogloea","Zotu1337",0.001,"Fall-Summer","Eff"
"uncultured","Zotu1339",0.001,"Spring-Winter","Eff"
"Paludibacter","Zotu1341",0.025,"Fall-Winter","Eff"
"0319-6G20","Zotu1345",0.011,"Fall-Spring-Summer","Eff"
"Edaphobaculum","Zotu1346",0.022,"Summer","Eff"
"Ottowia","Zotu1353",0.002,"Fall-Spring-Winter","Eff"
"SH-PL14","Zotu1357",0.001,"Fall-Spring-Winter","Eff"
"Arcobacter","Zotu1359",0.008,"Summer","Eff"
"Acinetobacter","Zotu1362",0.004,"Fall-Summer","Eff"
"Acinetobacter","Zotu1365",0.001,"Spring-Winter","Eff"
"Halomonas","Zotu1367",0.045,"Fall-Winter","Eff"
"Edaphobaculum","Zotu1371",0.001,"Spring-Summer-Winter","Eff"
"Geothrix","Zotu1372",0.001,"Spring-Winter","Eff"
"Micropruina","Zotu1374",0.007,"Fall-Spring-Winter","Eff"
"Luteolibacter","Zotu1376",0.001,"Fall-Summer","Eff"
"Comamonas","Zotu1377",0.008,"Fall-Summer","Eff"
"Acetomicrobium","Zotu1379",0.014,"Spring-Winter","Eff"
"Simplicispira","Zotu1382",0.002,"Spring-Winter","Eff"
"Arcobacter","Zotu1387",0.004,"Fall-Summer","Eff"
"Acinetobacter","Zotu1388",0.002,"Fall-Spring-Winter","Eff"
"BSV13","Zotu1391",0.001,"Spring-Winter","Eff"
"NS9_marine_group","Zotu1393",0.044,"Fall-Summer","Eff"
"Absconditabacteriales_","Zotu1398",0.001,"Spring-Winter","Eff"
"Dechloromonas","Zotu1399",0.001,"Summer","Eff"
"PeM15","Zotu1400",0.012,"Fall-Spring-Winter","Eff"
"uncultured","Zotu1406",0.007,"Fall-Winter","Eff"
"Acinetobacter","Zotu1410",0.032,"Winter","Eff"
"Arcobacter","Zotu1411",0.001,"Spring-Winter","Eff"
"Dechloromonas","Zotu1413",0.001,"Fall-Summer","Eff"
"Desulfobulbus","Zotu1425",0.001,"Spring-Winter","Eff"
"Coprothermobacter","Zotu1427",0.002,"Fall-Summer","Eff"
"Fusibacter","Zotu1428",0.03,"Fall-Spring","Eff"
"Beggiatoa","Zotu1430",0.037,"Summer","Eff"
"Cloacibacterium","Zotu1431",0.004,"Fall-Summer","Eff"
"Dechlorobacter","Zotu1433",0.003,"Fall-Summer","Eff"
"Tolumonas","Zotu1434",0.004,"Fall-Spring-Winter","Eff"
"[Eubacterium]_coprostanoligenes_group","Zotu1435",0.005,"Summer","Eff"
"Defluviitoga","Zotu1437",0.002,"Winter","Eff"
"Paucibacter","Zotu1438",0.004,"Fall-Summer","Eff"
"Edaphobaculum","Zotu1439",0.026,"Fall","Eff"
"Sediminibacterium","Zotu1440",0.01,"Spring-Winter","Eff"
"Streptococcus","Zotu1443",0.001,"Spring-Winter","Eff"
"Bifidobacterium","Zotu1445",0.029,"Fall-Summer","Eff"
"Flavobacterium","Zotu1449",0.001,"Spring-Winter","Eff"
"alphaI_cluster","Zotu1450",0.001,"Spring-Winter","Eff"
"Flavobacterium","Zotu1452",0.001,"Winter","Eff"
"NS11-12_marine_group","Zotu1453",0.001,"Spring-Winter","Eff"
"Macellibacteroides","Zotu1456",0.001,"Spring-Winter","Eff"
"Gemmatimonas","Zotu1459",0.042,"Fall-Spring","Eff"
"Rhodoferax","Zotu1460",0.001,"Spring-Winter","Eff"
"Candidatus_Paracaedibacter","Zotu1461",0.001,"Spring-Winter","Eff"
"Coprothermobacter","Zotu1464",0.004,"Winter","Eff"
"uncultured","Zotu1465",0.001,"Spring-Winter","Eff"
"Mycobacterium","Zotu1466",0.001,"Spring-Winter","Eff"
"Acetomicrobium","Zotu1468",0.001,"Fall-Summer","Eff"
"Desulfobulbus","Zotu1473",0.001,"Spring-Winter","Eff"
"Tetrasphaera","Zotu1474",0.011,"Spring","Eff"
"T34","Zotu1475",0.013,"Winter","Eff"
"Acinetobacter","Zotu1481",0.006,"Spring-Winter","Eff"
"Propionivibrio","Zotu1487",0.002,"Fall-Summer-Winter","Eff"
"Erysipelothrix","Zotu1490",0.001,"Fall-Summer","Eff"
"uncultured","Zotu1492",0.01,"Fall-Spring-Winter","Eff"
"Empedobacter","Zotu1495",0.012,"Fall-Spring-Winter","Eff"
"Pelomonas","Zotu1496",0.005,"Fall","Eff"
"Macellibacteroides","Zotu1498",0.001,"Spring-Winter","Eff"
"Cloacibacterium","Zotu1499",0.003,"Fall-Winter","Eff"
"Edaphobaculum","Zotu1501",0.003,"Fall","Eff"
"Chryseobacterium","Zotu1508",0.001,"Fall-Summer","Eff"
"Fluviicola","Zotu1510",0.008,"Fall-Summer","Eff"
"alphaI_cluster","Zotu1511",0.012,"Spring-Winter","Eff"
"[Agitococcus]_lubricus_group","Zotu1513",0.02,"Fall-Spring-Winter","Eff"
"Pelomonas","Zotu1515",0.002,"Fall-Spring-Winter","Eff"
"Acinetobacter","Zotu1521",0.013,"Winter","Eff"
"Paludibacter","Zotu1523",0.002,"Fall","Eff"
"Zoogloea","Zotu1525",0.001,"Fall-Summer","Eff"
"uncultured","Zotu1526",0.029,"Summer","Eff"
"uncultured","Zotu1527",0.001,"Fall-Summer","Eff"
"Bacteriovorax","Zotu1528",0.017,"Spring","Eff"
"Erysipelothrix","Zotu1529",0.01,"Fall-Summer","Eff"
"Brachymonas","Zotu1530",0.007,"Fall-Summer","Eff"
"uncultured","Zotu1531",0.019,"Spring-Winter","Eff"
"Mitochondria","Zotu1532",0.004,"Spring-Winter","Eff"
"uncultured","Zotu1533",0.001,"Spring-Winter","Eff"
"uncultured","Zotu1535",0.004,"Fall-Spring-Winter","Eff"
"Propionicimonas","Zotu1537",0.002,"Spring-Winter","Eff"
"Streptococcus","Zotu1539",0.047,"Fall-Spring-Winter","Eff"
"Sphaerotilus","Zotu1540",0.001,"Spring","Eff"
"Brooklawnia","Zotu1541",0.003,"Spring-Winter","Eff"
"Rhizobacter","Zotu1543",0.001,"Fall-Spring-Winter","Eff"
"Sulfuricurvum","Zotu1545",0.017,"Fall-Spring-Winter","Eff"
"Rhodobacter","Zotu1547",0.001,"Spring-Winter","Eff"
"Defluviitalea","Zotu1550",0.007,"Summer","Eff"
"uncultured","Zotu1551",0.003,"Fall","Eff"
"Devosia","Zotu1554",0.002,"Spring-Summer-Winter","Eff"
"Geobacter","Zotu1555",0.014,"Fall","Eff"
"Zoogloea","Zotu1561",0.001,"Spring-Winter","Eff"
"mle1-27","Zotu1564",0.001,"Winter","Eff"
"Acinetobacter","Zotu1566",0.006,"Fall-Winter","Eff"
"Crassaminicella","Zotu1571",0.034,"Summer","Eff"
"uncultured","Zotu1573",0.001,"Fall-Summer","Eff"
"Acinetobacter","Zotu1574",0.002,"Summer","Eff"
"[Agitococcus]_lubricus_group","Zotu1575",0.001,"Fall-Summer-Winter","Eff"
"uncultured","Zotu1578",0.029,"Winter","Eff"
"Zoogloea","Zotu1586",0.001,"Fall-Summer","Eff"
"Defluviitalea","Zotu1587",0.003,"Fall-Spring-Winter","Eff"
"[Agitococcus]_lubricus_group","Zotu1588",0.001,"Spring","Eff"
"Fluviicola","Zotu1591",0.008,"Fall-Summer","Eff"
"Rhodoferax","Zotu1593",0.037,"Spring-Winter","Eff"
"uncultured","Zotu1599",0.001,"Fall-Summer","Eff"
"Lactococcus","Zotu1600",0.001,"Fall-Summer","Eff"
"Stenotrophomonas","Zotu1601",0.001,"Fall-Summer-Winter","Eff"
"MBA03","Zotu1602",0.007,"Fall-Summer","Eff"
"uncultured","Zotu1608",0.001,"Fall-Summer","Eff"
"Novosphingobium","Zotu1609",0.001,"Summer","Eff"
"uncultured","Zotu1616",0.015,"Fall-Summer","Eff"
"[Agitococcus]_lubricus_group","Zotu1617",0.002,"Fall-Summer-Winter","Eff"
"Brevundimonas","Zotu1618",0.001,"Fall-Summer","Eff"
"T34","Zotu1619",0.001,"Fall-Summer","Eff"
"T34","Zotu1623",0.001,"Fall-Summer","Eff"
"Pseudomonas","Zotu1624",0.004,"Fall-Summer-Winter","Eff"
"Geobacter","Zotu1625",0.026,"Fall-Summer","Eff"
"Paracoccus","Zotu1627",0.009,"Spring-Winter","Eff"
"mle1-27","Zotu1629",0.001,"Fall-Summer","Eff"
"Christensenellaceae_R-7_group","Zotu1632",0.001,"Fall-Summer","Eff"
"Beijerinckiaceae","Zotu1634",0.021,"Fall-Spring-Summer","Eff"
"uncultured","Zotu1635",0.001,"Fall-Summer","Eff"
"Haliscomenobacter","Zotu1637",0.001,"Fall-Summer-Winter","Eff"
"WCHB1-32","Zotu1640",0.005,"Fall-Summer-Winter","Eff"
"Chryseobacterium","Zotu1641",0.001,"Fall-Summer","Eff"
"Cloacibacterium","Zotu1645",0.001,"Summer","Eff"
"Propionivibrio","Zotu1647",0.001,"Fall-Summer","Eff"
"Thiothrix","Zotu1652",0.001,"Summer","Eff"
"Propionivibrio","Zotu1653",0.001,"Spring-Summer-Winter","Eff"
"GWE2-42-42","Zotu1655",0.005,"Fall-Summer","Eff"
"Lentimicrobiaceae","Zotu1656",0.005,"Spring-Winter","Eff"
"Dokdonella","Zotu1657",0.001,"Fall-Summer-Winter","Eff"
"Macellibacteroides","Zotu1658",0.031,"Fall-Summer","Eff"
"Fervidobacterium","Zotu1662",0.002,"Fall-Summer","Eff"
"Streptococcus","Zotu1666",0.003,"Summer","Eff"
"Dechloromonas","Zotu1672",0.007,"Spring","Eff"
"Hydrogenophaga","Zotu1675",0.011,"Fall-Summer","Eff"
"Phreatobacter","Zotu1677",0.001,"Summer","Eff"
"Paludibacter","Zotu1679",0.034,"Summer","Eff"
"Ferruginibacter","Zotu1680",0.001,"Fall-Summer","Eff"
"Acinetobacter","Zotu1681",0.007,"Fall-Spring-Winter","Eff"
"Absconditabacteriales_","Zotu1682",0.001,"Summer","Eff"
"uncultured","Zotu1683",0.009,"Summer","Eff"
"Coprothermobacter","Zotu1685",0.001,"Fall-Summer","Eff"
"uncultured","Zotu1686",0.003,"Fall-Summer-Winter","Eff"
"Rurimicrobium","Zotu1691",0.001,"Fall-Summer","Eff"
"Aeromonas","Zotu1692",0.026,"Spring-Summer-Winter","Eff"
"Beggiatoa","Zotu1693",0.043,"Summer","Eff"
"Phreatobacter","Zotu1694",0.001,"Spring-Winter","Eff"
"NS11-12_marine_group","Zotu1697",0.001,"Spring-Winter","Eff"
"Leucobacter","Zotu1698",0.001,"Fall-Spring-Winter","Eff"
"mle1-27","Zotu1699",0.001,"Fall-Summer","Eff"
"PeM15","Zotu1700",0.006,"Fall-Summer-Winter","Eff"
"uncultured","Zotu1701",0.006,"Fall-Summer-Winter","Eff"
"Curvibacter","Zotu1703",0.007,"Fall-Summer-Winter","Eff"
"[Agitococcus]_lubricus_group","Zotu1705",0.018,"Fall-Summer","Eff"
"Acidovorax","Zotu1706",0.002,"Fall-Summer-Winter","Eff"
"Acidovorax","Zotu1707",0.009,"Fall-Summer-Winter","Eff"
"Acinetobacter","Zotu1708",0.003,"Fall-Summer-Winter","Eff"
"Nakamurella","Zotu1710",0.022,"Fall-Spring-Summer","Eff"
"Defluviitalea","Zotu1712",0.003,"Fall-Summer","Eff"
"uncultured","Zotu1713",0.001,"Fall-Spring-Winter","Eff"
"Sulfuritalea","Zotu1716",0.001,"Fall-Summer-Winter","Eff"
"Blvii28_wastewater-sludge_group","Zotu1717",0.001,"Fall-Summer","Eff"
"Acidovorax","Zotu1718",0.008,"Spring-Winter","Eff"
"uncultured","Zotu1722",0.001,"Fall-Spring-Summer","Eff"
"Candidatus_Caldatribacterium","Zotu1724",0.002,"Summer","Eff"
"uncultured","Zotu1725",0.001,"Fall-Summer","Eff"
"Aeromonas","Zotu1730",0.003,"Fall-Summer-Winter","Eff"
"Tolumonas","Zotu1732",0.001,"Fall-Summer","Eff"
"Limnohabitans","Zotu1733",0.001,"Fall-Summer","Eff"
"Acidovorax","Zotu1734",0.041,"Summer-Winter","Eff"
"Trichococcus","Zotu1740",0.001,"Fall-Summer","Eff"
"Thermomonas","Zotu1742",0.002,"Summer","Eff"
"Propionivibrio","Zotu1744",0.041,"Fall-Summer","Eff"
"Arcicella","Zotu1745",0.009,"Fall-Summer","Eff"
"Izemoplasmatales","Zotu1747",0.005,"Fall-Summer","Eff"
"Acinetobacter","Zotu1749",0.001,"Fall-Summer","Eff"
"WCHB1-32","Zotu1750",0.014,"Fall-Summer-Winter","Eff"
"uncultured","Zotu1752",0.001,"Fall-Summer","Eff"
"Acinetobacter","Zotu1753",0.008,"Fall-Summer","Eff"
"Acinetobacter","Zotu1756",0.001,"Fall-Summer","Eff"
"Microbacterium","Zotu1764",0.001,"Fall-Summer-Winter","Eff"
"Leptothrix","Zotu1766",0.001,"Fall-Summer-Winter","Eff"
"Rhizobiales_Incertae_Sedis","Zotu1767",0.001,"Fall-Summer-Winter","Eff"
"Fluviicoccus","Zotu1768",0.016,"Fall-Summer","Eff"
"Opitutus","Zotu1769",0.007,"Fall-Summer-Winter","Eff"
"Acidovorax","Zotu1771",0.01,"Fall-Summer","Eff"
"Paludibacter","Zotu1772",0.001,"Summer","Eff"
"Gemmatimonas","Zotu1774",0.001,"Summer","Eff"
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Zotu1776",0.001,"Fall-Summer","Eff"
"Prosthecobacter","Zotu1777",0.003,"Fall","Eff"
"Pseudomonas","Zotu1778",0.003,"Fall-Summer-Winter","Eff"
"Fervidobacterium","Zotu1779",0.001,"Fall-Summer","Eff"
"Ferribacterium","Zotu1782",0.001,"Spring-Winter","Eff"
"Cloacibacterium","Zotu1783",0.001,"Fall-Summer","Eff"
"uncultured","Zotu1784",0.002,"Fall-Spring-Winter","Eff"
"Comamonas","Zotu1787",0.001,"Fall-Summer-Winter","Eff"
"Phaselicystis","Zotu1793",0.005,"Spring-Winter","Eff"
"Saccharimonadales","Zotu1798",0.006,"Fall-Summer","Eff"
"Lacihabitans","Zotu1801",0.007,"Fall-Spring-Winter","Eff"
"SH3-11","Zotu1802",0.001,"Fall-Summer-Winter","Eff"
"uncultured","Zotu1803",0.014,"Summer","Eff"
"Zoogloea","Zotu1804",0.002,"Fall-Summer","Eff"
"Rhizobacter","Zotu1805",0.003,"Spring-Winter","Eff"
"Methylotenera","Zotu1806",0.029,"Summer","Eff"
"Acetomicrobium","Zotu1812",0.001,"Spring-Winter","Eff"
"Rhodovarius","Zotu1819",0.003,"Summer","Eff"
"Flavobacterium","Zotu1820",0.002,"Fall-Summer","Eff"
"Ferribacterium","Zotu1825",0.001,"Fall-Summer","Eff"
"Flavobacterium","Zotu1826",0.001,"Fall-Summer","Eff"
"Tepidanaerobacter","Zotu1827",0.005,"Spring-Winter","Eff"
"Flavobacterium","Zotu1831",0.004,"Fall-Summer-Winter","Eff"
"Saccharimonadales","Zotu1832",0.003,"Fall-Summer","Eff"
"Flavobacterium","Zotu1834",0.005,"Fall-Summer-Winter","Eff"
"Tolumonas","Zotu1837",0.001,"Fall-Summer-Winter","Eff"
"uncultured","Zotu1838",0.002,"Fall-Summer","Eff"
"[Eubacterium]_coprostanoligenes_group","Zotu1839",0.001,"Fall-Summer","Eff"
"Flavobacterium","Zotu1843",0.002,"Fall-Summer","Eff"
"Proteiniphilum","Zotu1844",0.001,"Fall-Summer","Eff"
"uncultured","Zotu1846",0.002,"Fall-Summer","Eff"
"Oikopleura","Zotu1850",0.002,"Fall-Summer","Eff"
"Ottowia","Zotu1852",0.007,"Summer","Eff"
"Acinetobacter","Zotu1854",0.026,"Winter","Eff"
"uncultured","Zotu1855",0.001,"Summer","Eff"
"Formivibrio","Zotu1857",0.001,"Fall-Summer","Eff"
"Bifidobacterium","Zotu1858",0.001,"Summer","Eff"
"Acinetobacter","Zotu1861",0.001,"Winter","Eff"
"Acinetobacter","Zotu1864",0.003,"Spring-Summer-Winter","Eff"
"Trichococcus","Zotu1868",0.002,"Fall-Summer","Eff"
"KD1-131","Zotu1869",0.029,"Winter","Eff"
"Rhodoferax","Zotu1870",0.013,"Fall-Spring-Summer","Eff"
"uncultured","Zotu1872",0.044,"Fall-Summer","Eff"
"Acetomicrobium","Zotu1876",0.001,"Summer","Eff"
"Flavobacterium","Zotu1877",0.001,"Fall-Summer","Eff"
"Acinetobacter","Zotu1881",0.004,"Fall-Summer","Eff"
"Pseudarcobacter","Zotu1883",0.009,"Fall-Summer","Eff"
"Undibacterium","Zotu1884",0.001,"Fall-Summer","Eff"
"Zoogloea","Zotu1885",0.001,"Spring-Winter","Eff"
"Alkanindiges","Zotu1886",0.006,"Fall-Summer","Eff"
"Collinsella","Zotu1887",0.003,"Fall-Summer","Eff"
"Comamonas","Zotu1890",0.001,"Spring-Winter","Eff"
"Christensenellaceae_R-7_group","Zotu1891",0.008,"Fall-Summer","Eff"
"Pleomorphomonas","Zotu1892",0.004,"Spring-Summer-Winter","Eff"
"Flavobacterium","Zotu1893",0.012,"Fall-Summer","Eff"
"MBA03","Zotu1894",0.001,"Fall-Summer","Eff"
"Lentimicrobiaceae","Zotu1896",0.002,"Fall-Summer","Eff"
"Lautropia","Zotu1897",0.001,"Fall-Summer","Eff"
"Vermiphilaceae","Zotu1898",0.001,"Fall-Summer-Winter","Eff"
"uncultured","Zotu1901",0.006,"Fall-Summer","Eff"
"Aminobacter","Zotu1904",0.01,"Fall-Summer-Winter","Eff"
"Macellibacteroides","Zotu1906",0.001,"Fall-Summer","Eff"
"Acinetobacter","Zotu1909",0.039,"Summer","Eff"
"Streptococcus","Zotu1912",0.001,"Spring-Winter","Eff"
"Lactococcus","Zotu1914",0.005,"Fall-Spring-Winter","Eff"
"Bifidobacterium","Zotu1915",0.042,"Fall-Summer-Winter","Eff"
"uncultured","Zotu1916",0.001,"Spring-Winter","Eff"
"Acinetobacter","Zotu1917",0.025,"Fall-Summer-Winter","Eff"
"Trichococcus","Zotu1918",0.001,"Spring-Summer-Winter","Eff"
"Mitochondria","Zotu1919",0.004,"Fall-Summer","Eff"
"M2PB4-65_termite_group","Zotu1920",0.001,"Fall-Summer","Eff"
"Novosphingobium","Zotu1921",0.03,"Fall-Summer","Eff"
"Cloacibacterium","Zotu1922",0.001,"Fall-Summer","Eff"
"Paracoccus","Zotu1923",0.004,"Fall-Summer-Winter","Eff"
"Aquimonas","Zotu1928",0.001,"Fall-Summer","Eff"
"Cloacibacterium","Zotu1929",0.023,"Fall-Summer-Winter","Eff"
"Flavobacterium","Zotu1931",0.002,"Spring-Summer-Winter","Eff"
"Flavobacterium","Zotu1932",0.007,"Spring-Summer-Winter","Eff"
"Rubrivivax","Zotu1933",0.018,"Fall-Spring-Winter","Eff"
"uncultured","Zotu1934",0.002,"Spring-Summer-Winter","Eff"
"Subdoligranulum","Zotu1935",0.001,"Fall-Summer","Eff"
"T34","Zotu1938",0.001,"Fall-Summer","Eff"
"Zoogloea","Zotu1942",0.021,"Summer","Eff"
"Saccharimonadales","Zotu1943",0.032,"Summer","Eff"
"Leeia","Zotu1946",0.001,"Summer","Eff"
"Paucibacter","Zotu1950",0.001,"Fall-Summer","Eff"
"Candidatus_Bealeia","Zotu1952",0.018,"Fall-Spring-Winter","Eff"
"Zoogloea","Zotu1953",0.035,"Spring-Winter","Eff"
"Ferruginibacter","Zotu1954",0.007,"Spring-Summer-Winter","Eff"
"Macellibacteroides","Zotu1955",0.001,"Spring-Winter","Eff"
"Agathobacter","Zotu1956",0.001,"Fall-Summer","Eff"
"Aquimonas","Zotu1958",0.003,"Summer","Eff"
"CHAB-XI-27","Zotu1959",0.001,"Fall-Summer","Eff"
"Peredibacter","Zotu1960",0.001,"Summer","Eff"
"Oikopleura","Zotu1963",0.001,"Fall-Summer","Eff"
"Raoultella","Zotu1965",0.013,"Fall-Summer-Winter","Eff"
"Aquabacterium","Zotu1973",0.007,"Spring-Winter","Eff"
"Sediminibacterium","Zotu1976",0.023,"Summer","Eff"
"Flavobacterium","Zotu1977",0.003,"Summer","Eff"
"OM190","Zotu1980",0.003,"Fall-Summer","Eff"
"uncultured","Zotu1982",0.006,"Fall-Summer-Winter","Eff"
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Zotu1983",0.001,"Fall-Summer","Eff"
"Arcobacter","Zotu1984",0.036,"Fall","Eff"
"Propionivibrio","Zotu1986",0.015,"Fall-Summer","Eff"
"Aquaspirillum","Zotu1987",0.002,"Fall-Summer-Winter","Eff"
"Paludibacter","Zotu1990",0.001,"Summer","Eff"
"Polymorphobacter","Zotu1994",0.002,"Fall-Summer","Eff"
"Acinetobacter","Zotu1995",0.019,"Fall-Summer","Eff"
"Flavobacterium","Zotu1996",0.001,"Fall-Summer","Eff"
"Oikopleura","Zotu1997",0.007,"Fall-Summer","Eff"
"Pseudarcobacter","Zotu2000",0.009,"Fall-Spring-Summer","Eff"
"Saccharimonadales","Zotu2003",0.008,"Summer-Winter","Eff"
"Sphaerotilus","Zotu2005",0.001,"Fall-Summer","Eff"
"Microbacterium","Zotu2007",0.001,"Fall-Summer-Winter","Eff"
"Unknown_Family","Zotu2010",0.021,"Fall-Summer","Eff"
"Leptothrix","Zotu2011",0.002,"Fall-Summer","Eff"
"Phenylobacterium","Zotu2012",0.036,"Summer","Eff"
"Armatimonas","Zotu2013",0.008,"Spring-Winter","Eff"
"Flavobacterium","Zotu2015",0.001,"Fall-Summer-Winter","Eff"
"uncultured","Zotu2016",0.024,"Spring-Summer-Winter","Eff"
"[Agitococcus]_lubricus_group","Zotu2019",0.026,"Fall-Summer","Eff"
"Propioniciclava","Zotu2023",0.006,"Summer","Eff"
"Acinetobacter","Zotu2025",0.031,"Summer","Eff"
"Hymenobacter","Zotu2027",0.001,"Fall-Summer","Eff"
"Incertae_Sedis","Zotu2028",0.011,"Fall-Summer","Eff"
"Curvibacter","Zotu2032",0.015,"Fall-Summer","Eff"
"uncultured","Zotu2033",0.002,"Fall-Summer","Eff"
"uncultured","Zotu2037",0.001,"Fall-Summer","Eff"
"Endomicrobium","Zotu2038",0.017,"Spring-Winter","Eff"
"Lysobacter","Zotu2041",0.023,"Fall-Summer-Winter","Eff"
"mle1-27","Zotu2045",0.002,"Fall-Summer","Eff"
"uncultured","Zotu2046",0.001,"Fall-Summer","Eff"
"Fluviicoccus","Zotu2048",0.001,"Spring-Winter","Eff"
"Flavobacterium","Zotu2049",0.003,"Fall-Summer-Winter","Eff"
"Limnohabitans","Zotu2050",0.039,"Summer","Eff"
"Luteolibacter","Zotu2051",0.016,"Fall","Eff"
"uncultured","Zotu2052",0.022,"Fall","Eff"
"Ferruginibacter","Zotu2053",0.013,"Spring-Summer-Winter","Eff"
"Macellibacteroides","Zotu2055",0.047,"Fall-Spring-Summer","Eff"
"Alkanindiges","Zotu2056",0.004,"Spring-Winter","Eff"
"Cloacibacterium","Zotu2057",0.001,"Spring-Winter","Eff"
"Cloacibacterium","Zotu2058",0.039,"Summer","Eff"
"37-13","Zotu2059",0.003,"Summer","Eff"
"Haliangium","Zotu2060",0.001,"Fall-Summer","Eff"
"Hungateiclostridium","Zotu2061",0.038,"Fall-Summer","Eff"
"Enhydrobacter","Zotu2062",0.001,"Fall-Summer","Eff"
"Candidatus_Accumulibacter","Zotu2064",0.001,"Fall-Summer","Eff"
"uncultured","Zotu2068",0.003,"Summer-Winter","Eff"
"Syntrophomonas","Zotu2069",0.001,"Fall-Summer","Eff"
"env.OPS_17","Zotu2072",0.001,"Fall-Summer","Eff"
"Hydrogenispora","Zotu2075",0.016,"Fall-Summer","Eff"
"Citrobacter","Zotu2076",0.001,"Fall-Summer-Winter","Eff"
"Devosia","Zotu2082",0.001,"Fall-Summer","Eff"
"alphaI_cluster","Zotu2084",0.047,"Fall-Summer","Eff"
"Romboutsia","Zotu2085",0.001,"Fall-Summer","Eff"
"Paracoccus","Zotu2086",0.005,"Fall-Summer","Eff"
"Macellibacteroides","Zotu2087",0.03,"Fall-Summer-Winter","Eff"
"env.OPS_17","Zotu2088",0.001,"Fall-Winter","Eff"
"Pseudarcobacter","Zotu2093",0.001,"Summer","Eff"
"Prevotella","Zotu2095",0.039,"Summer","Eff"
"Acinetobacter","Zotu2097",0.006,"Fall-Summer","Eff"
"Williamwhitmania","Zotu2098",0.002,"Fall-Summer-Winter","Eff"
"Caenimonas","Zotu2101",0.006,"Fall-Summer-Winter","Eff"
"Coprothermobacter","Zotu2102",0.029,"Summer","Eff"
"Tolumonas","Zotu2103",0.008,"Fall-Summer-Winter","Eff"
"CL500-29_marine_group","Zotu2104",0.041,"Summer-Winter","Eff"
"Comamonas","Zotu2106",0.002,"Fall-Summer","Eff"
"Ferruginibacter","Zotu2107",0.002,"Fall-Summer","Eff"
"Comamonas","Zotu2109",0.008,"Fall-Summer-Winter","Eff"
"Christensenellaceae_R-7_group","Zotu2111",0.001,"Fall-Summer","Eff"
"Fluviicoccus","Zotu2113",0.001,"Summer","Eff"
"Arcobacter","Zotu2115",0.001,"Fall-Summer","Eff"
"Desulfovibrio","Zotu2117",0.009,"Fall-Summer","Eff"
"Methylotenera","Zotu2120",0.001,"Fall-Summer","Eff"
"uncultured","Zotu2123",0.024,"Spring","Eff"
"Rhizobiales_Incertae_Sedis","Zotu2124",0.002,"Summer","Eff"
"Sphingomonas","Zotu2129",0.004,"Spring-Winter","Eff"
"uncultured","Zotu2132",0.003,"Fall-Summer","Eff"
"uncultured","Zotu2136",0.005,"Fall-Summer-Winter","Eff"
"Mycobacterium","Zotu2138",0.009,"Summer","Eff"
"Pseudarcobacter","Zotu2139",0.005,"Spring-Winter","Eff"
"[Agitococcus]_lubricus_group","Zotu2143",0.001,"Fall-Summer","Eff"
"uncultured","Zotu2147",0.001,"Spring-Winter","Eff"
"Clostridium_sensu_stricto_1","Zotu2148",0.011,"Fall-Spring-Winter","Eff"
"Paludibacter","Zotu2149",0.001,"Fall-Summer","Eff"
"Saccharimonadales","Zotu2150",0.009,"Fall-Spring-Winter","Eff"
"Christensenellaceae_R-7_group","Zotu2151",0.019,"Fall-Summer","Eff"
"Sulfuritalea","Zotu2153",0.001,"Fall-Summer","Eff"
"Candidatus_Electronema","Zotu2156",0.002,"Spring-Winter","Eff"
"Pseudorhodobacter","Zotu2158",0.034,"Summer-Winter","Eff"
"Arsenicibacter","Zotu2160",0.002,"Fall-Summer","Eff"
"Candidatus_Paracaedibacter","Zotu2162",0.001,"Spring-Winter","Eff"
"Acinetobacter","Zotu2163",0.001,"Spring-Winter","Eff"
"Acinetobacter","Zotu2164",0.023,"Fall-Summer-Winter","Eff"
"uncultured","Zotu2173",0.001,"Fall-Summer","Eff"
"Rhodoferax","Zotu2174",0.004,"Fall-Spring-Winter","Eff"
"Caldicoprobacter","Zotu2176",0.001,"Spring-Winter","Eff"
"uncultured","Zotu2178",0.002,"Fall-Summer","Eff"
"0319-6G20","Zotu2179",0.006,"Fall-Summer","Eff"
"Cloacibacterium","Zotu2183",0.001,"Fall-Summer","Eff"
"Romboutsia","Zotu2185",0.001,"Fall-Spring-Winter","Eff"
"Acinetobacter","Zotu2186",0.005,"Summer","Eff"
"Xenophilus","Zotu2187",0.039,"Spring-Winter","Eff"
"uncultured","Zotu2193",0.001,"Fall-Summer","Eff"
"uncultured","Zotu2195",0.002,"Spring-Summer-Winter","Eff"
"uncultured","Zotu2196",0.001,"Summer","Eff"
"Haliscomenobacter","Zotu2198",0.036,"Summer","Eff"
"uncultured","Zotu2199",0.001,"Spring-Winter","Eff"
"Propionivibrio","Zotu2202",0.002,"Fall-Summer","Eff"
"Ottowia","Zotu2203",0.021,"Spring-Winter","Eff"
